Display_first_last,birthdate,value,slugSeason,position,pts,ast,reb,pie,season_exp,draft_year,draft_round,draft_number,BMI
Caris LeVert,1994-08-25T00:00:00,17500000,2021-22,Guard,17.3,5.3,4.2,0.115,4,2016,1,20,23.687541091387246
De'Anthony Melton,1998-05-28T00:00:00,8805976,2021-22,Guard,9.6,2.9,3.4,0.115,2,2018,2,46,25.675675675675674
De'Aaron Fox,1997-12-20T00:00:00,28103500,2021-22,Guard,23.8,7.4,3.4,0.116,3,2017,1,5,23.120888888888892
Jordan Clarkson,1992-06-07T00:00:00,12420000,2021-22,Guard,17.5,2.2,3.9,0.116,6,2014,2,46,23.611842105263158
Jerami Grant,1994-03-12T00:00:00,20002500,2021-22,Forward,23.3,2.8,5,0.117,6,2014,2,39,23.0671875
Pascal Siakam,1994-04-02T00:00:00,33003936,2021-22,Forward,19.8,4.7,7.3,0.117,4,2016,1,27,24.64410912970584
John Wall,1990-09-06T00:00:00,44310840,2021-22,Guard,21.1,6.3,3.5,0.118,9,2010,1,1,26.245333333333335
Jrue Holiday,1990-06-12T00:00:00,31051333,2021-22,Guard,15.9,5.2,4.6,0.118,11,2009,1,17,25.620444444444445
Fred VanVleet,1994-02-25T00:00:00,19675926,2021-22,Guard,20.1,6.5,4.4,0.118,4,Undrafted,Undrafted,Undrafted,25.988177894539312
Moses Brown,1999-10-13T00:00:00,1701593,2021-22,Center,6.6,0.3,6.5,0.119,1,Undrafted,Undrafted,Undrafted,23.287587885343427
Delon Wright,1992-04-26T00:00:00,8526316,2021-22,Guard,10.5,5.1,4.6,0.119,5,2015,1,20,21.935402260077584
Tony Bradley,1998-01-08T00:00:00,5277669,2021-22,Center-Forward,4.8,0.9,4.9,0.121,3,2017,1,28,25.928613920285542
Joe Ingles,1987-10-02T00:00:00,13036364,2021-22,Forward-Guard,12.3,4.2,3.6,0.123,6,Undrafted,Undrafted,Undrafted,24.165625000000002
John Collins,1997-09-23T00:00:00,7705447,2021-22,Forward-Center,18.3,1.3,7.8,0.124,3,2017,1,19,25.179850632525532
Mason Plumlee,1990-03-05T00:00:00,8137500,2021-22,Forward-Center,10.3,3.6,9.5,0.124,7,2013,1,22,25.919872260124837
Kyle Anderson,1993-09-20T00:00:00,9937150,2021-22,Forward-Guard,12.8,3.4,5.8,0.124,6,2014,1,30,24.64410912970584
Gordon Hayward,1990-03-23T00:00:00,29925000,2021-22,Forward,20.4,4.2,5.6,0.125,10,2010,1,9,25.34449607434706
Jalen Brunson,1996-08-31T00:00:00,1802057,2021-22,Guard,12.2,3.2,3.4,0.125,2,2018,2,33,25.064740101332333
Malcolm Brogdon,1992-12-11T00:00:00,21700000,2021-22,Guard,21.6,6.1,4.7,0.125,4,2016,2,36,27.15247090571766
Dejounte Murray,1996-09-19T00:00:00,15428880,2021-22,Guard,15.6,5.1,7,0.125,3,2016,1,29,21.907894736842106
Ivica Zubac,1997-03-18T00:00:00,7518518,2021-22,Center,8.5,1.1,7,0.126,4,2016,2,32,23.911564625850342
Mo Bamba,1998-05-12T00:00:00,7568743,2021-22,Center,4.6,0.3,3.9,0.126,2,2018,1,6,23.014880952380953
Devin Booker,1996-10-30T00:00:00,31650600,2021-22,Guard,25.1,4.6,4,0.126,5,2015,1,13,24.425366840951256
Bobby Portis,1995-02-10T00:00:00,3804150,2021-22,Forward,10.8,1.1,6.9,0.127,5,2015,1,22,26.137715645449134
Khris Middleton,1991-08-12T00:00:00,35500000,2021-22,Forward,20.4,5.5,6,0.127,8,2012,2,39,25.006569460022433
Donovan Mitchell,1996-09-07T00:00:00,28103500,2021-22,Guard,25.4,5.5,4.6,0.127,3,2017,1,13,28.36273221992869
Al Horford,1986-06-03T00:00:00,2.7e+07,2021-22,Center-Forward,14.3,3.3,6.7,0.128,13,2007,1,3,25.715592135345226
Deandre Ayton,1998-07-23T00:00:00,12632950,2021-22,Center,14.5,1.6,11,0.129,2,2018,1,1,25.511685295398465
Thaddeus Young,1988-06-21T00:00:00,14190000,2021-22,Forward,12.2,4.4,6.5,0.131,13,2007,1,12,25.81328125
Kristaps Porzingis,1995-08-02T00:00:00,31650600,2021-22,Forward-Center,19.7,1.3,8.6,0.131,4,2015,1,4,22.290923503765356
CJ McCollum,1991-09-19T00:00:00,30864198,2021-22,Guard,23.8,4.3,3.8,0.131,7,2013,1,10,23.745777777777775
Jaylen Brown,1996-10-24T00:00:00,25312500,2021-22,Guard-Forward,24.7,3.9,5.6,0.132,4,2016,1,3,25.76742274819198
Brandon Ingram,1997-09-02T00:00:00,29467800,2021-22,Forward,24.2,4.7,5.1,0.133,4,2016,1,2,20.8703125
Ben Simmons,1996-07-20T00:00:00,33003936,2021-22,Guard-Forward,16.1,7.6,8,0.134,3,2016,1,1,24.49121788358252
Chris Boucher,1993-01-11T00:00:00,7020000,2021-22,Forward-Center,13.8,1,6.4,0.134,3,Undrafted,Undrafted,Undrafted,21.429660112787687
Jordan Poole,1999-06-19T00:00:00,2161440,2021-22,Guard,10.8,1.4,1.6,0.136,1,2019,1,28,23.611842105263158
Nicolas Claxton,1999-04-17T00:00:00,1782621,2021-22,Forward-Center,9.8,0.9,4.3,0.143,1,2019,2,31,21.940049354042678
Domantas Sabonis,1996-05-03T00:00:00,19800000,2021-22,Forward-Center,20.2,6.2,11.2,0.144,4,2016,1,11,24.49121788358252
Paul George,1990-05-02T00:00:00,39344900,2021-22,Forward,22.5,5.5,6,0.144,10,2010,1,10,24.165625000000002
Jayson Tatum,1998-03-03T00:00:00,28103500,2021-22,Forward-Guard,24.9,4.3,6.8,0.145,3,2017,1,3,23.0671875
Chris Paul,1985-05-06T00:00:00,44211146,2021-22,Guard,15.7,8.8,4.7,0.145,15,2005,1,4,23.731674382716047
Zach LaVine,1995-03-10T00:00:00,19500000,2021-22,Guard-Forward,28.2,4.9,5.1,0.146,6,2014,1,13,23.713948389273064
Russell Westbrook,1988-11-12T00:00:00,44211146,2021-22,Guard,21.7,10.3,9.5,0.146,12,2008,1,4,24.995555555555555
Jarrett Allen,1998-04-21T00:00:00,7705447,2021-22,Center,12.9,1.6,9.9,0.147,3,2017,1,22,24.7973581071273
Tobias Harris,1992-07-15T00:00:00,35995950,2021-22,Forward,20.8,3.6,7.7,0.147,9,2011,1,19,24.824687499999996
Kyrie Irving,1992-03-23T00:00:00,35053700,2021-22,Guard,28.1,5.7,4.8,0.15,9,2011,1,1,25.033783783783786
Trae Young,1998-09-19T00:00:00,8326471,2021-22,Guard,25.7,9.4,4.1,0.151,2,2018,1,5,23.74554325389379
Jonas Valanciunas,1992-05-06T00:00:00,1.4e+07,2021-22,Center,15.9,1.8,12.3,0.152,8,2011,1,5,27.04238641312237
Montrezl Harrell,1994-01-26T00:00:00,9720900,2021-22,Forward-Center,14.8,1.1,6.6,0.153,5,2015,2,32,27.034129145970198
Zion Williamson,2000-07-06T00:00:00,10733400,2021-22,Forward,25.7,3.4,7,0.154,1,2019,1,1,31.99038615606473
Bradley Beal,1993-06-28T00:00:00,33724200,2021-22,Guard,31.8,4.6,5.1,0.154,8,2012,1,3,25.8704
Rudy Gobert,1992-06-26T00:00:00,35344828,2021-22,Center,14.5,1.3,13.4,0.158,7,2013,1,27,25.103667820069205
Clint Capela,1994-05-18T00:00:00,17103448,2021-22,Center,14.3,0.9,14.2,0.161,6,2014,1,25,25.09220701963117
Kevin Durant,1988-09-29T00:00:00,42018900,2021-22,Forward,29,5.3,7.3,0.163,12,2007,1,2,25.09220701963117
Anthony Davis,1993-03-11T00:00:00,35361360,2021-22,Forward-Center,22.5,3,8.4,0.163,8,2012,1,1,26.451368233194525
Julius Randle,1994-11-29T00:00:00,19800000,2021-22,Forward-Center,23.3,5.9,10.9,0.164,6,2014,1,7,27.4609375
Damian Lillard,1990-07-15T00:00:00,39344900,2021-22,Guard,30.1,7.7,4.4,0.165,8,2012,1,6,25.033783783783786
Bam Adebayo,1997-07-18T00:00:00,28103500,2021-22,Center-Forward,19.2,5.4,9.5,0.167,3,2017,1,14,27.3228166438043
Christian Wood,1995-09-27T00:00:00,13666667,2021-22,Forward,21.9,1.4,9.8,0.169,4,Undrafted,Undrafted,Undrafted,22.37388459250446
Kawhi Leonard,1991-06-29T00:00:00,36016200,2021-22,Forward,25.9,4.9,6.3,0.169,9,2011,1,15,25.34449607434706
James Harden,1989-08-26T00:00:00,44310840,2021-22,Guard,25.3,11.2,7.9,0.17,11,2009,1,3,26.085343228200372
Brian Bowen II,1998-10-02T00:00:00,1669178,2021-22,Forward-Guard,1.5,0,0.5,0.171,1,Undrafted,Undrafted,Undrafted,21.9543063773833
Nikola Vucevic,1990-10-24T00:00:00,2.4e+07,2021-22,Center,24.5,3.8,11.7,0.172,9,2011,1,16,26.5321527072144
Stephen Curry,1988-03-14T00:00:00,45780966,2021-22,Guard,29,6.2,5.3,0.176,11,2009,1,7,23.120888888888892
Luka Doncic,1999-02-28T00:00:00,10174391,2021-22,Forward-Guard,29,9.2,8.4,0.187,2,2018,1,3,25.907707098221437
Jimmy Butler,1989-09-14T00:00:00,36016200,2021-22,Forward,21.3,7.3,7.9,0.19,9,2011,1,30,25.907707098221437
LeBron James,1984-12-30T00:00:00,41180544,2021-22,Forward,25.4,7.9,7.9,0.194,17,2003,1,1,26.787075140984605
Giannis Antetokounmpo,1994-12-06T00:00:00,39344900,2021-22,Forward,29,6.4,11.7,0.196,7,2013,1,15,24.69531136594571
Nikola Jokic,1995-02-19T00:00:00,31579390,2021-22,Center,27.1,8.6,11.3,0.205,5,2014,2,41,28.98127449557265
Joel Embiid,1994-03-16T00:00:00,31579390,2021-22,Center-Forward,29.9,3.3,11.5,0.211,4,2014,1,3,27.896825396825395
